settlement_id,transaction_id,settled_amount,settlement_date
SET001825,TXN001874,11993.34,2026-08-13
SET001826,TXN001875,3804.13,2026-08-20
SET001827,TXN001876,4625.44,2026-08-05
SET001828,TXN001877,6691.34,2026-08-26
SET001829,TXN001878,17827.83,2026-08-11
SET001830,TXN001879,3743.14,2026-08-18
SET001831,TXN001880,4823.17,2026-08-13
SET001832,TXN001881,24596.64,2026-08-18
SET001833,TXN001882,8178.23,2026-08-28
SET001834,TXN001883,1463.67,2026-08-28
SET001835,TXN001884,1850.61,2026-08-17
SET001836,TXN001885,4817.83,2026-08-12
SET001837,TXN001886,20462.75,2026-08-07
SET001838,TXN001887,9545.32,2026-08-17
SET001839,TXN001888,17963.89,2026-08-03
SET001840,TXN001889,11267.17,2026-08-27
SET001841,TXN001890,1838.97,2026-08-10
SET001842,TXN001891,9513.16,2026-08-11
SET001843,TXN001892,3981.36,2026-08-27
SET001844,TXN001893,18134.26,2026-08-20
SET001845,TXN001894,3070.18,2026-08-17
SET001846,TXN001895,7349.83,2026-08-13
SET001847,TXN001897,5871.93,2026-08-15
SET001848,TXN001898,462.08,2026-08-28
SET001849,TXN001899,14404.11,2026-08-16
SET001850,TXN001900,312.87,2026-08-04
SET001851,TXN001901,19112.1,2026-08-19
SET001852,TXN001902,3901.98,2026-08-26
SET001853,TXN001903,6123.9,2026-08-17
SET001854,TXN001904,16777.38,2026-08-14
SET001855,TXN001905,1553.94,2026-08-14
SET001856,TXN001906,3882.46,2026-08-19
SET001857,TXN001907,3186.44,2026-08-11
SET001858,TXN001908,24154.26,2026-08-29
SET001859,TXN001909,18706.23,2026-08-28
SET001860,TXN001910,18055.24,2026-08-02
SET001861,TXN001911,8799.27,2026-08-06
SET001862,TXN001912,22037.86,2026-08-19
SET001863,TXN001913,13607.33,2026-08-19
SET001864,TXN001914,4689.28,2026-08-08
SET001865,TXN001915,8647.19,2026-08-27
SET001866,TXN001916,6829.62,2026-08-22
SET001867,TXN001917,3992.9,2026-08-19
SET001868,TXN001918,11059.5,2026-08-11
SET001869,TXN001919,9051.43,2026-08-04
SET001870,TXN001920,12358.4,2026-08-26
SET001871,TXN001921,21485.54,2026-08-22
SET001872,TXN001922,19151.11,2026-08-09
SET001873,TXN001923,17810.06,2026-08-23
SET001874,TXN001924,19937.58,2026-08-09
SET001875,TXN001925,16855.64,2026-08-28
SET001876,TXN001926,2908.49,2026-08-12
SET001877,TXN001927,10089.76,2026-08-14
SET001878,TXN001928,2455.27,2026-08-25
SET001879,TXN001929,1157.25,2026-08-06
SET001880,TXN001930,17763.8,2026-08-10
SET001881,TXN001931,11916.07,2026-08-07
SET001882,TXN001932,13903.01,2026-08-15
SET001883,TXN001933,12039.11,2026-08-22
SET001884,TXN001934,6331.09,2026-08-14
SET001885,TXN001935,14897.09,2026-08-05
SET001886,TXN001936,22956.12,2026-08-10
SET001887,TXN001937,12022.69,2026-08-05
SET001888,TXN001938,19568.69,2026-08-03
SET001889,TXN001939,13609.76,2026-08-15
SET001890,TXN001940,2858.97,2026-08-03
SET001891,TXN001941,6558.51,2026-08-03
SET001892,TXN001942,20380.08,2026-08-05
SET001893,TXN001944,17752.81,2026-08-21
SET001894,TXN001945,4679.61,2026-08-18
SET001895,TXN001946,6126.69,2026-08-23
SET001896,TXN001947,220.63,2026-08-19
SET001897,TXN001948,18430.9,2026-08-27
SET001898,TXN001949,14073.29,2026-08-23
SET001899,TXN001950,17180.52,2026-08-16
SET001900,TXN001951,4169.17,2026-08-08
SET001901,TXN001952,9808.87,2026-08-14
SET001902,TXN001953,3948.46,2026-08-21
SET001903,TXN001954,23066.78,2026-08-14
SET001904,TXN001955,24069.46,2026-08-14
SET001905,TXN001956,10124.6,2026-08-23
SET001906,TXN001957,20079.42,2026-08-14
SET001907,TXN001958,5987.03,2026-08-20
SET001908,TXN001959,9205.47,2026-08-20
SET001909,TXN001960,2287.49,2026-08-17
SET001910,TXN001961,23309.73,2026-08-02
SET001911,TXN001962,24038.05,2026-08-22
SET001912,TXN001963,12786.62,2026-08-13
SET001913,TXN001964,7482.36,2026-08-11
SET001914,TXN001965,20910.94,2026-08-04
SET001915,TXN001966,22583.18,2026-08-18
SET001916,TXN001967,14126.72,2026-08-22
SET001917,TXN001968,2415.81,2026-08-18
SET001918,TXN001969,3872.85,2026-08-12
SET001919,TXN001970,11059.68,2026-08-10
SET001920,TXN001971,6358.25,2026-08-13
SET001921,TXN001972,14091.26,2026-08-20
SET001922,TXN001973,17852.29,2026-08-27
SET001923,TXN001974,19305.17,2026-08-08
SET001924,TXN001975,20383.66,2026-08-25
SET001925,TXN001976,19954.6,2026-08-05
SET001926,TXN001977,15855.84,2026-08-03
SET001927,TXN001979,22666.29,2026-08-14
SET001928,TXN001980,20867.37,2026-08-17
SET001929,TXN001981,22719.3,2026-08-07
SET001930,TXN001982,18456.38,2026-08-23
SET001931,TXN001983,15558.36,2026-08-23
SET001932,TXN001984,1419.62,2026-08-20
SET001933,TXN001986,8095.68,2026-08-25
SET001934,TXN001987,3820.96,2026-08-23
SET001935,TXN001988,23935.99,2026-08-26
SET001936,TXN001989,14083.74,2026-08-05
SET001937,TXN001990,10567.24,2026-08-29
SET001938,TXN001991,3706.5,2026-08-12
SET001939,TXN001992,11704.24,2026-08-27
SET001940,TXN001993,13371.28,2026-08-10
SET001941,TXN001994,9820.51,2026-08-17
SET001942,TXN001995,18659.44,2026-08-17
SET001943,TXN001996,4935.82,2026-08-14
SET001944,TXN001997,13965.25,2026-08-20
SET001945,TXN001998,24275.3,2026-08-18
SET001946,TXN001999,5994.62,2026-08-12
SET001947,TXN002000,7994.1,2026-08-20
